lambda,avg_carbon_kg,AvgPCF@10,NDCG@10,Recall@10,MRR,n_users,pareto_optimal,carbon_reduction_pct,engagement_retention_pct
0.0,186.26590841100352,186.26590841100352,0.010205188604423099,0.021307896735003797,0.006876122380108712,63216,False,0.0,100.0
0.025,184.29601712082388,184.29601712082388,0.010205319256935083,0.021276259174892433,0.006882098363685303,63216,False,1.0575694215782088,100.00128025573117
0.05,182.43756132624648,182.43756132624648,0.010171403607700167,0.021292077954948113,0.006835545953807153,63216,False,2.055312814575619,99.66894294625492
0.075,180.841185671349,180.841185671349,0.010150634576379379,0.021276259174892433,0.006814950153266403,63216,False,2.912354056591316,99.4654285172145
0.1,179.36744312041256,179.36744312041256,0.01015539213395622,0.021276259174892433,0.006823518659129897,63216,False,3.7035576447887664,99.51204752408695
0.15,175.72747708966088,175.72747708966088,0.01015538791121902,0.021323715515059478,0.006809576789882409,63216,True,5.6577349077154535,99.51200614575126
0.2,171.29340442134907,171.29340442134907,0.010113608004391822,0.021339534295115162,0.006753884640416531,63216,False,8.038241735904242,99.10260747173663
0.25,165.9313603644647,165.9313603644647,0.01007081666442451,0.021228802834725388,0.00673348343597964,63216,True,10.91694568265804,98.68329782812293
0.3,158.3572864904455,158.3572864904455,0.009983992673978374,0.021007339913945836,0.006685851331589753,63216,True,14.983215210255487,97.83251501742109
0.4,104.61566336180718,104.61566336180718,0.009744716545497151,0.020390407491774235,0.0065600669209723884,63216,True,43.83531358246817,95.48786331370327
0.5,90.41707491805874,90.41707491805874,0.00956122778843335,0.020010756770437864,0.006449360569757305,63216,True,51.45806568180492,93.68986854676409
0.6,61.231271411035195,61.231271411035195,0.009119417684678383,0.018666160465704885,0.006255404749852358,63216,True,67.1269574054712,89.36059918310451
0.7,53.264105176221214,53.264105176221214,0.008923901152987057,0.018144140723867375,0.006156192123352336,63216,True,71.40426520848263,87.44474501058501
0.8,45.76139285244243,45.76139285244243,0.008717159935223146,0.017748671222475323,0.006010609128490678,63216,True,75.4322230821391,85.41890084662407
0.9,31.15181053151101,31.15181053151101,0.008217331942679946,0.01691027587952417,0.005614223142222383,63216,True,83.27562418841926,80.52111784703732
0.91,29.97430654027462,29.97430654027462,0.00813910212650003,0.016783725639078713,0.005550765980483141,63216,True,83.90778710072105,79.75454880836212
0.92,28.676810326499616,28.676810326499616,0.008044272801865275,0.016704631738800303,0.005452714653312603,63216,True,84.60436986503025,78.8253222324451
0.93,25.99747301933055,25.99747301933055,0.007944572745861859,0.016562262718299164,0.005370281232800214,63216,False,86.04281736732734,77.84836766680185
0.94,22.856802267147547,22.856802267147547,0.007907134450832944,0.01660971905846621,0.005318135754259519,63216,True,87.7289395240738,77.48151217318865
0.95,21.235299087098202,21.235299087098202,0.007789544475854599,0.016641356618577574,0.005169840968531173,63216,True,88.59947090251124,76.32925541893934
0.96,18.840345102822067,18.840345102822067,0.007729982458465314,0.016767906859023032,0.00506986251220306,63216,False,89.88524241309364,75.74561096416201
0.97,15.850454386073146,15.850454386073146,0.007711082471257121,0.016957732219691216,0.005005313101364734,63216,True,91.49041576030196,75.56041118059308
0.98,13.808954218235888,13.808954218235888,0.007511750900964619,0.01646735003796507,0.00489971018990571,63216,True,92.58642961772378,73.60717368524577
0.99,9.329101364211597,9.329101364211597,0.006220759015480924,0.013034674765882055,0.0041699496912575885,63216,True,94.99151431209486,60.95682555817483
1.0,0.4530426305049353,0.4530426305049353,0.0035250371423234763,0.008178309288787648,0.0021289880902162603,63216,True,99.75677640939786,34.541616808489614
