lambda,avg_carbon_kg,AvgPCF@10,NDCG@10,Recall@10,MRR,n_users,pareto_optimal,carbon_reduction_pct,engagement_retention_pct
0.0,224.85739565722324,224.85739565722324,0.006523639545306205,0.012972949322365758,0.0045866819179296615,91421,False,0.0,100.0
0.025,220.2372964589099,220.2372964589099,0.006521142676394404,0.012962010916529026,0.004586560380087031,91421,False,2.0546796714466553,99.9617258296621
0.05,215.7901946135024,215.7901946135024,0.006516749520214805,0.012951072510692292,0.004583734625245875,91421,False,4.032422868377899,99.89438372485866
0.075,211.51731307260917,211.51731307260917,0.0065363257286905245,0.012994826134039225,0.004596739174407325,91421,False,5.9326857120367675,100.19446481210701
0.1,207.30833297931542,207.30833297931542,0.006552488735396818,0.013038579757386159,0.004605880556428024,91421,False,7.804529900657539,100.44222538492903
0.15,198.57879607457807,198.57879607457807,0.006548966138316091,0.013049518163222891,0.004597720158422841,91421,False,11.686784642255997,100.38822796437472
0.2,189.70877241514538,189.70877241514538,0.006557826939787789,0.013049518163222891,0.004609340044305753,91421,False,15.631517539969675,100.52405400764643
0.25,180.31743614724178,180.31743614724178,0.006566414323279042,0.013071394974896358,0.004614939466341223,91421,False,19.808091870760165,100.65568886318395
0.3,170.90025401940474,170.90025401940474,0.006550540538342466,0.013038579757386159,0.004603497546585021,91421,False,23.996160535485235,100.41236173227283
0.4,150.8828093574014,150.8828093574014,0.006557677765025664,0.013016702945712692,0.004619379938234467,91421,False,32.8984448492813,100.52176732762541
0.5,129.36603046969518,129.36603046969518,0.006568263255242591,0.013027641351549425,0.004630735045245934,91421,False,42.46752254175213,100.68403089451031
0.6,107.15390663636367,107.15390663636367,0.006600088631485982,0.013071394974896358,0.004660433685220113,91421,True,52.345838426541654,101.17187783979853
0.7,86.02938530008426,86.02938530008426,0.006578687516094933,0.012951072510692292,0.004666033107255584,91421,False,61.740468865329625,100.84382299798179
0.8,65.54001808816355,65.54001808816355,0.006540915866083096,0.012830750046488225,0.004649417147913117,91421,True,70.85262955367767,100.26482641563669
0.9,45.584240769199646,45.584240769199646,0.006418660262322698,0.012622920335590291,0.0045492395811250344,91421,True,79.72748877751431,98.3907865807969
0.91,42.92671899671848,42.92671899671848,0.006374498650918367,0.012524474683059691,0.004520643463009002,91421,False,80.90935863094458,97.7138391330167
0.92,40.0328629862395,40.0328629862395,0.006344104132865249,0.012513536277222957,0.0044860919906040825,91421,True,82.19633253812725,97.24792562197689
0.93,36.6483710400783,36.6483710400783,0.0062929047726055665,0.012447905842202558,0.00444301550666609,91421,True,83.70150515487347,96.46309746119168
0.94,32.54469504616008,32.54469504616008,0.006192801720744597,0.012316644972161757,0.004350525208424378,91421,True,85.52651783987936,94.92863113812523
0.95,27.625203457772297,27.625203457772297,0.0061207129850955645,0.012185384102120956,0.0042992622826577825,91421,True,87.71434518440984,93.8235925297168
0.96,23.18520190530623,23.18520190530623,0.005963196767825673,0.011824416709508756,0.004200868717774024,91421,True,89.68893069425647,91.40904745597459
0.97,18.921443761892775,18.921443761892775,0.0057657964392056485,0.011496264534406756,0.004044701271268471,91421,True,91.58513612301327,88.38312416194378
0.98,13.210848406646173,13.210848406646173,0.005453185374404334,0.010807144966692554,0.0038406088490314213,91421,True,94.1247881271448,83.59115086804469
0.99,5.969842934446132,5.969842934446132,0.004905089412600437,0.009483597860447819,0.0035202177333088173,91421,True,97.34505377641807,75.18946101382434
1.0,0.14408046214764658,0.14408046214764658,0.0019347536806331802,0.004572253639754542,0.0011623401799072597,91421,True,99.93592362762784,29.657580974492166
